Operator; left array; right array; result
DoubleSumOfTwo; [0.8950587370116203, 0.5088743148558335, -0.7115325625994449]; [0.4689926295886546, 0.48725115339798686, 0.8143824322331907, -0.8177876130198076]; [1.364051366600275, 0.9961254682538203, 0.10284986963374587]
DoubleProductOfTwo; [0.9480034887809252, -0.7909591316256759, -0.8059293086174639, 0.17206099112722084]; [-0.3393699046478209, 0.5025447539502206, -0.595651879556613, -0.39787510351850064]; [-0.3217238535933841, -0.39749236218750544, 0.48005330746775404, -0.06845878465623881]
DoubleProductOfTwo; [0.5761143522032475, 0.5424092464468304, -0.9701614203823765, 0.864535821206825]; [0.46099753059406057, 0.8490761509935547, -0.7888645425049803, 0.24059418224378626]; [0.26558729370549394, 0.4605467552363892, 0.7653259450459253, 0.20800228892371628]
DoubleSumSqrtsOfTwo; [-0.08402674293394319, -0.12324928147758207]; [-0.04438825024035009, 0.5848156618813773, 0.7343516817896749, -0.30423689523227626, 0.004979594824158218]; [NaN, NaN]
DoubleSumOfTwo; [0.7459787981681654, 0.3693055722095251, -0.42153474245112643, 0.6258711051968924, -0.16001871525722433]; [0.47089693185312376]; [1.2168757300212891]
DoubleProductOfTwo; [-0.4502398460523003, -0.8552094730153617, 0.2725151405129842, -0.30978964105016704, -0.22218811907603708]; [0.5663661146502219, 0.7552740298687939, -0.7532516277974299]; [-0.25500059226935534, -0.6459175050662798, -0.2052724731908507]
DoubleProductOfTwo; [0.05744020578025011, 0.19390808753778033]; [0.467609124126384, -0.8834287279732287, -0.42184608954127367, 0.8138566983536921]; [0.026859564314542013, -0.17130397511722276]
DoubleSumSqrtsOfTwo; [-0.01374670730995975]; [-0.877506946925559, 0.6707325642515811, 0.710783848108228, -0.3610632596398313]; [NaN]
DoubleSumSqrtsOfTwo; []; [0.6939718318149066, -0.7092822383528159, -0.45281194138963055]; []
DoubleSumSqrtsOfTwo; [-0.4665810248087958, -0.3868372388965622, -0.37587030429753177, -0.02759771944171696, -0.3283327044892683]; [-0.32507156455829067, 0.3901760901691822, -0.2824887494652564, -0.7203870128603165, -0.13756974987559434]; [NaN, NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [0.16767566460662287]; []; []
DoubleSumOfTwo; [-0.11174650992096824]; []; []
DoubleSumSqrtsOfTwo; [-0.23387909909081683, -0.6237470082095038, 0.3863694688638004, 0.18546137237163363]; [-0.42948900033999227, -0.3461585453508651, -0.49875147597246383]; [NaN, NaN, NaN]
DoubleProductOfTwo; [0.8626703410866357, -0.4338270742783381, 0.3773580860955861, 0.3074775274081831, 0.3731067821505316]; []; []
DoubleSumSqrtsOfTwo; [0.6585181643181175, -0.6081033002410872]; []; []
DoubleProductOfTwo; [0.35544883351032786, 0.8633424476348568, 0.7487183991922888]; [0.44231711045048394, 0.9899532660032164, 0.9384807581293084, 0.330379806318819]; [0.15722110095128336, 0.8546686757153373, 0.7026578108993413]
DoubleSumSqrtsOfTwo; [-0.314207263488677, -0.33559238289603366, 0.45381914987761185, 0.6445081644189066, 0.04849144637262981]; [0.8705324140740678, -0.5194908561033287, -0.46117870328120025, -0.3313615175083402, -0.7241746766772235]; [NaN, NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.9521854705620876, -0.03933024450709022, 0.9045378659024255, 0.4756304575022452]; [0.7821456787093608]; [NaN]
DoubleSumOfTwo; [0.35852818676431997, -0.31504288382867895]; []; []
DoubleSumOfTwo; [0.14355499543447103, 0.14312645110653577, -0.8247748571799867, -0.659391747718769, -0.6965601836552016]; [-0.40047199740948725, -0.9132202785287937]; [-0.2569170019750162, -0.770093827422258]
DoubleSumOfTwo; [0.47928628711645627, -0.05195826457573105, -0.20701750998831026, 0.6739185419706792, 0.9535539871221885]; [-0.7059600693322243, 0.5049666775151052, -0.1909514112055546, -0.4813097917036746]; [-0.22667378221576806, 0.4530084129393741, -0.39796892119386484, 0.19260875026700464]
DoubleSumSqrtsOfTwo; [0.5899312080863357]; [-0.9273748361833147, 0.19966546230157745, -0.610052015712933, -0.4171677850910902]; [NaN]
DoubleSumSqrtsOfTwo; [-0.20842042654101767, 0.2498783376737812, -0.4180053972269029, 0.5021596113188178]; []; []
DoubleSumOfTwo; []; [-0.20105119245375636, -0.3150626619137926, 0.6497365236678925, -0.2673870188766414]; []
DoubleProductOfTwo; [0.9473843033640843]; [0.22935217066880886, -0.7514417140762923, -0.7741625432576464]; [0.21728464643411005]
DoubleSumOfTwo; [-0.7389993850934218, 0.03739233725077318]; [0.7933333733482417, -0.8604033955481409, -0.2933385418722716, -0.4545352022102931, -0.5806067355536575]; [0.05433398825481994, -0.8230110582973678]
DoubleSumSqrtsOfTwo; [0.19523992944503998, 0.21915882444980794, 0.9490661689127962]; [-0.5650311847210452, 0.8087009135780272, -0.8135996727092323, 0.60271017806859]; [NaN, 1.3674220167707485, NaN]
DoubleSumOfTwo; [0.5034458965057762, 0.17721615607257823, 0.9307996356746915]; []; []
DoubleSumSqrtsOfTwo; [-0.7005649207571967, -0.09489374334175538, 0.19340843551983578]; [0.11564061649169566, -0.39280252377244484, -0.5981482457706377]; [NaN, NaN, NaN]
DoubleSumOfTwo; [0.310329896746834, 0.46026650396648683, 0.2226631134107191]; [-0.5352614793896853, 0.2955148069697451, -0.3344782271442852, 0.6486080758895643]; [-0.2249315826428513, 0.7557813109362319, -0.11181511373356612]
DoubleSumOfTwo; [-0.0770234608071938]; [0.18904409433966785, -0.9690470326657457]; [0.11202063353247405]
DoubleSumOfTwo; [-0.590653436705805, -0.545623546351018, 0.7200776089994907, 0.8878531760661015, -0.5106944554454351]; [0.761055766613322, 0.9382621691142969, -0.32268718223881643]; [0.17040232990751703, 0.392638622763279, 0.39739042676067426]
DoubleProductOfTwo; []; [-0.2869319487604627, -0.23945735612501196, 0.8808780251287691, -0.7299829701957019]; []
DoubleProductOfTwo; [0.3809119133276282, -0.3287545950234654, -0.2764621484888845, -0.04539070833310377]; []; []
DoubleSumOfTwo; [-0.3679274413951461, 0.48258239565518113, 0.05170725337048143]; [-0.585982893002061, -0.27133823570984195, 0.9738963805298189, 0.6422667838169418, 0.9642160939195132]; [-0.9539103343972071, 0.21124415994533918, 1.0256036339003003]
DoubleSumOfTwo; [-0.2636217780948864, 0.18260462062179772, -0.5412088101611381, -0.6525150399541755]; [0.9238475034021103, 0.02086490985102274]; [0.6602257253072239, 0.20346953047282046]
DoubleProductOfTwo; [-0.558828063185641]; [-0.5477174293536338, -0.3893660778333228, 0.6013650142574458, 0.10966482279483691]; [0.30607987021870936]
DoubleSumSqrtsOfTwo; [0.4744573306043316, -0.8353322262377276, 0.7566717934426848, 0.005395401597863891, -0.7604243186316337]; [0.3830367734330522]; [1.3077082786410155]
DoubleProductOfTwo; [0.22290428221214698, 0.5538096013951952, -0.32626400242474807]; [-0.4142082238330653, -0.9926774409451162, -0.935490696991933, 0.7403113092243334]; [-0.09232878681987773, -0.5497542978838172, 0.30521693903170527]
DoubleSumSqrtsOfTwo; [0.4106213721166616, -0.4292464378993808, -0.7296340816255047, 0.5526433657458658]; [0.5169518541253535, 0.6296013939717375, 0.060758111748596466, -0.1722126935094459]; [1.3597910899848873, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.19123368962095832, -0.3814800609633868]; [0.8782332109670703]; [1.374443720773401]
DoubleProductOfTwo; [-0.6360138486916653, 0.19087685695260093, 0.15365127650533106, -0.3751553901013722, -0.1953693795532223]; [-0.9274976509038129]; [0.5899013506038127]
DoubleSumOfTwo; []; [-0.8023358142486829]; []
DoubleProductOfTwo; []; [-0.13612959955666226]; []
DoubleSumOfTwo; [-0.4059606508778679, -0.27912092976812697, 0.051652485972866646]; [0.6045727852634941, 0.7354715077415279]; [0.1986121343856262, 0.45635057797340095]
DoubleProductOfTwo; [0.82811899156139, -0.21471662776709377, 0.022108951050362702]; [-0.2706366703150884, -0.33159347308772547, -0.7345875472562149, 0.09165941753797746]; [-0.2241193665008634, 0.07119863233097498, -0.016240960124493654]
DoubleProductOfTwo; []; [0.8998566309649745, -0.3282590062033999, 0.5547110568795379, 0.3052911048181053, -0.7897333767954333]; []
DoubleProductOfTwo; [0.020874188688731365]; [0.12567932134774318, -0.6079730686298392, -0.3767857010980171, 0.7788287647784626, -0.9282529664493857]; [0.002623453868084495]
DoubleProductOfTwo; [0.2760458561433634, 0.07872624036007592, -0.09991468080827315, -0.7040087207406358, -0.6151093348915664]; []; []
DoubleProductOfTwo; [-0.7563164601345416, -0.11327005570993043, -0.48067022135771276]; [0.8590150288977478]; [-0.6496872058583155]
DoubleSumOfTwo; [0.32857896631240213, -0.1784432080467464]; [0.8738749333214784, -0.7840480170698845, 0.4726203440884087]; [1.2024538996338805, -0.9624912251166309]
DoubleProductOfTwo; [-0.9566765989694972, 0.8334636768801573, 0.5868422732914402]; []; []
DoubleSumSqrtsOfTwo; []; [-0.5342044777434789, -0.17494018141054912, 0.282204622510001, 0.7700109900819019, -0.09340704171006431]; []
DoubleSumOfTwo; [0.07453516013977657, -0.3667865005971116, 0.035736972710041615, -0.7133499673019501, -0.7033108601882567]; [0.08353524864758377, -0.13168994458681982, 0.9486788382366835, -0.15896127466900078, -0.6724210272110918]; [0.15807040878736034, -0.4984764451839314, 0.9844158109467251, -0.8723112419709509, -1.3757318873993485]
DoubleSumOfTwo; [-0.3540739583309671, -0.61840215986504, 0.8027729544684938]; [-0.6497784878530104, -0.36407820337571395, -0.10312394861421348, -0.14554704627443305]; [-1.0038524461839775, -0.9824803632407539, 0.6996490058542804]
DoubleProductOfTwo; [-0.7179384897314343, 0.6223058286205756, -0.6273264758174399, 0.7559363461069226]; [0.7231356128506865, -0.01550674604860336, -0.5425585774935426]; [-0.519166889761037, -0.00964993844898495, 0.34036136034354747]
DoubleSumSqrtsOfTwo; []; [-0.6766509603876227, 0.42773598847739835, -0.8893932379695324]; []
DoubleSumSqrtsOfTwo; [0.3922221221187514]; [0.23363025873988885, -0.20820395027213356]; [1.1096295351682808]
DoubleProductOfTwo; []; []; []
DoubleProductOfTwo; []; [-0.3443410608653499, 0.440967871639552, -0.8006202794766089, 0.19564001352191118, 0.34438323658203895]; []
DoubleSumOfTwo; [0.8107757804167686, -0.23056084616368233, -0.0712798691616483]; [-0.2295643970217245, 0.8990133416003823, -0.706156739775669, 0.15929265074268883, -0.04185911381350804]; [0.5812113833950441, 0.6684524954366999, -0.7774366089373173]
DoubleProductOfTwo; [-0.27811159789126694, 0.4374789978885134]; [0.21081272301646647, 0.32991070799475053]; [-0.05862946325391856, 0.14432900592623343]
DoubleProductOfTwo; [0.4590944349363637, -0.9650059743881794, 0.26815603052171477, 0.16191464962729585, 0.1917408622739427]; [0.05019920431346403]; [0.02304617533854484]
DoubleSumSqrtsOfTwo; []; [0.5606032715390474, -0.38746262506403784, 0.1158562485739385, 0.9364132104935545]; []
DoubleSumSqrtsOfTwo; [0.05485146179201794, 0.9726089559542768, 0.7813291925824513, -0.21010034249926446, 0.7401444387945386]; [0.9133484304533206, 0.23623201780467973, 0.34675115071376994, -0.30105684732786697]; [1.1898965337054723, 1.472246441422367, 1.472784071331974, NaN]
DoubleSumSqrtsOfTwo; [-0.8025866986554333, 0.3490482028797277, -0.90572318470691]; [0.3303839302813478, -0.42959828625780894]; [NaN, NaN]
DoubleSumOfTwo; [0.036404162153143016, -0.4488455591260938]; []; []
DoubleSumOfTwo; [0.33010175102878003, 0.36460575154010244, -0.3585166867280134, -0.883690116398024]; [-0.6711771579487547, -0.2762305666746314]; [-0.3410754069199746, 0.08837518486547102]
DoubleSumSqrtsOfTwo; [0.2883794358055449, 0.7946902656861985, -0.5465398065573572]; [-0.7029438634384386, -0.3197773674357005, -0.4211988958524915, -0.5017277381612404]; [NaN, NaN, NaN]
DoubleSumOfTwo; [0.7523840745576675, -0.48600842181766746, -0.7019202295979001, -0.12002543288103129]; [-0.4762574702091307, -0.5474976901691795, 0.3438810447169589]; [0.27612660434853686, -1.033506111986847, -0.3580391848809412]
DoubleSumOfTwo; [-0.9004787357227471, -0.16594714075519357, 0.42414224508393183, -0.16394585004801554, -0.9553978099041882]; [0.22459255460474936, -0.08650296894353593, -0.4822070521674662, 0.14072861358791777]; [-0.6758861811179977, -0.2524501096987295, -0.05806480708353434, -0.023217236460097768]
DoubleProductOfTwo; []; [-0.4260458628728272, -0.13890559424571647, 0.9486449385113118, 0.09510983780905202]; []
DoubleSumOfTwo; []; []; []
DoubleProductOfTwo; [-0.09603770891241847, -0.19193091003928275, 0.4112673103445237]; [-0.2236498332470349, 0.1469273976972587, 0.0016297462506726923]; [0.02147881758368967, -0.02819990914973848, 6.7026135705823E-4]
DoubleSumOfTwo; [-0.6442787000388002, 0.6343240084426327, 0.4880657416163534, -0.6802126464000355, 0.17580010909067134]; [-0.011584562051339287]; [-0.6558632620901395]
DoubleProductOfTwo; [-0.1011300606253489, -0.9211171511458494, -0.3549127834311032]; [-0.5013637107663993, 0.04166677847978639]; [0.05070294246515585, -0.038379984290726026]
DoubleSumOfTwo; [0.05502962636480846, -0.5638530968797126, 0.1829649447204451, 0.8525521676294248, 0.38066462668220735]; [0.8044504077806238, 0.4555762377010282]; [0.8594800341454323, -0.10827685917868446]
DoubleSumSqrtsOfTwo; [0.7993462194000329, 0.36998034391637846, 0.7393449312229314, -0.16553872486484522, 0.06316478259524128]; [0.7820874703136089, -0.33242390003030353]; [1.7784187361769594, NaN]
DoubleSumSqrtsOfTwo; [0.20326363297434913, -0.2933432263171101, -0.45166356987414624]; []; []
DoubleSumOfTwo; [0.140576433637996, 0.810986435165737, 0.26890954464094197]; [0.5703047494998326, -0.15506238685715412, 0.5545538373935308]; [0.7108811831378286, 0.6559240483085829, 0.8234633820344728]
DoubleProductOfTwo; []; [-0.8335219272687435, 0.8375335316832553]; []
DoubleProductOfTwo; []; []; []
DoubleProductOfTwo; [0.7461847951443632, -0.4869624934273611, -0.2180533748778073, 0.8191770522672055]; [-0.7908232486628011, -0.8113126364026033, 0.18588439353732555, -0.14869481968232723]; [-0.590100283798852, 0.3950788243717377, -0.040532719347928306, -0.12180738407477247]
DoubleProductOfTwo; []; []; []
DoubleSumSqrtsOfTwo; [-0.46584288906449745, -0.5412661847128011, 0.06501087153190444]; [-0.9283223296262673, -0.4943138733763903, -0.14674277664025293]; [NaN, NaN, NaN]
DoubleSumOfTwo; [0.618837661417267, -0.6536121725481225, -0.7276153616312675, -0.5517525531538792, -0.06099034845572171]; [0.5878497581282005, 0.1586259713151288]; [1.2066874195454675, -0.49498620123299375]
DoubleProductOfTwo; [-0.6006939674419007]; [-0.2999819425181667]; [0.18019734321216574]
DoubleProductOfTwo; [-0.11881663753966731]; [-0.1449859941628906, 0.9402700257603007]; [0.017226748316780494]
DoubleSumOfTwo; [-0.13308555874157468]; [0.9161277480413472]; [0.7830421892997725]
DoubleProductOfTwo; [0.8426883580578446]; [-0.46763440083148544]; [-0.3940700654080484]
DoubleSumSqrtsOfTwo; [0.5651048618101238, 0.3641927001034848, -0.1227976743161121, 0.7733280573030819]; []; []
DoubleProductOfTwo; [0.25925889664221646]; [0.04583591225268702]; [0.011883368037221086]
DoubleSumSqrtsOfTwo; [-0.10907952656794917, -0.3377488376135782, 0.9528199025234265, -0.9999681752100733]; [-0.23141269083017058, -0.13524047491621172, 0.24655612482527722, 0.8986754462087188]; [NaN, NaN, 1.472669124214291, NaN]
DoubleSumOfTwo; []; [0.1089205352932272, -0.26557676671567454, 0.7840465248484345, -0.35915622706881023]; []
DoubleProductOfTwo; [0.3057864393841381, -0.9798360018118675, -0.1360531041360198]; [-0.5829859188768014, 0.06571774616104986]; [-0.17826918834442707, -0.0643926136465303]
DoubleProductOfTwo; [0.4257292796121148]; [-0.18666424998782216, -0.9490815970232456, 0.8242364938243969, -0.5138610438474955]; [-0.07946843667665124]
DoubleSumSqrtsOfTwo; [-0.9066075794018116, 0.006789378177786576, -0.5683502314222137, 0.5873377730171851, -0.9518869702037092]; [-0.9076672063559013, -0.05031346623687449, 0.37911454085025786, -0.29127699691107845]; [NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [0.5928390702438182, -0.5664505127266755, 0.3176770052028641, 0.13089757951733905, 0.33942446265809156]; [0.1696567995157463, -0.37690015411164834]; [0.10057917928545691, 0.2134952855433062]
DoubleProductOfTwo; [0.36885599954160475, 0.04447072167059796, -0.0024461562963851158]; []; []
DoubleProductOfTwo; [0.5481914744244141]; [-0.6201533031169746, 0.12991035082266866, 0.06517577936139163, -0.47084756894818036, -0.0955048478367031]; [-0.3399627536048649]
DoubleSumSqrtsOfTwo; [-0.7709172542823797, -0.3501525236247529, 0.5247280551260072, -0.31706168391029843]; [0.5604636296286525]; [NaN]
DoubleProductOfTwo; [0.5231082041557258, 0.6493841574932666, 0.24362376128307406, -0.5483497130275032]; [0.7456531627614051, -0.9326354415971467, -0.058896912976085014, 0.4345609940985935]; [0.39005728689515573, -0.6056386804899238, -0.014348687467195722, -0.23829139640691027]
DoubleProductOfTwo; [-0.2506137199093066]; [0.03831573155943935, 0.9211043751315775]; [-0.009602448017157511]
DoubleSumOfTwo; [0.537887188768124, -0.9032180398653094, -0.008506790983742851, 0.25561960146244744]; [-0.32958683037526004, 0.4034568371345675, 0.5543920843765942, -0.3823025244899363, -0.6811020745300935]; [0.20830035839286398, -0.49976120273074187, 0.5458852933928513, -0.12668292302748885]
DoubleSumOfTwo; [-0.431944526744267, 0.5729714529306915, -0.44491533291881513, -0.8232092866442637, 0.6742568099153337]; [0.33447185425521786, -0.32618856358638815, -0.22486947406853086, -0.28708749450685445, 0.44015260619950447]; [-0.09747267248904912, 0.24678288934430337, -0.669784806987346, -1.1102967811511182, 1.1144094161148381]
DoubleProductOfTwo; [0.8572713123941165]; []; []
DoubleSumOfTwo; [-0.29544214621068865, -0.3819707333552138, 0.07410254769286073]; [0.023296725577145683, 0.5974445319024482, 0.018513013052066762]; [-0.27214542063354297, 0.21547379854723436, 0.0926155607449275]
DoubleSumOfTwo; [0.7756090720927262, -0.13881302522422967, -0.31827296972815367, -0.42170680739207933, 0.24639448212286696]; [-0.5074038061247486, 0.42310503258795884, -0.16934860463057366, 0.21036029456689231, -0.9353556986313567]; [0.26820526596797767, 0.28429200736372917, -0.4876215743587273, -0.21134651282518702, -0.6889612165084897]
DoubleProductOfTwo; [0.5398462651144758, -0.9917212777256494, 0.892306054763236, -0.08943538374045468]; []; []
DoubleSumOfTwo; [-0.4954834937810604, 0.5287920562543362, 0.2934181004645382, 0.10265735775563578]; [0.5395318661138342, -0.4838591671587593, -0.8848476768736895]; [0.04404837233277381, 0.04493288909557691, -0.5914295764091513]
DoubleSumOfTwo; []; [0.97426946327502, -0.9314920580333528, 0.02153946254684369, -0.08053814813697335]; []
DoubleProductOfTwo; [-0.4980247579346211, 0.6029596799718742]; []; []
DoubleSumSqrtsOfTwo; [-0.5467358977646819, -0.08784991770653994]; [0.31608572411241664, 0.12398271974076369, -0.8671448270625524, 0.597456344082421]; [NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.4529337876851518, 0.16112627681577418, 0.8659701883777831, 0.4758111413933881]; [0.7173972221740541, -0.024255353301417593, 0.9493345852612585]; [NaN, NaN, 1.904913216349136]
DoubleProductOfTwo; [0.9430239618012357, 0.4528641607443784, -0.47630657957718525, -0.8690583092778748, 0.5979971184986845]; [0.9142167225695126, -0.7976860590708816]; [0.862128275662443, -0.3612434276786255]
DoubleProductOfTwo; [0.6988556811941045]; [-0.7226151218440331, 0.5395905876529554, -0.22077176746863447]; [-0.5050036832174726]
DoubleSumSqrtsOfTwo; [-0.905325725613912, 0.30944765009434905, 0.9400375854429912]; []; []
DoubleSumOfTwo; [0.355544367424516]; [0.2309124123563422, -0.2843233248372232]; [0.5864567797808582]
DoubleProductOfTwo; [-0.3950358679936805, -0.2663492779883563, 0.03726909366121345, 0.3875949320015515]; [-0.5487705715384854]; [0.21678405905709372]
DoubleSumSqrtsOfTwo; [0.13985494427356882, -0.3310550677541384, -0.37253341080804336, -0.8108897102148842, -0.10529728849604303]; [0.2808792578663606, -0.13452355679312733, 0.9802900308251585, -0.6711115774324747]; [0.9039522811618419, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.6950201604533117, 0.8522683409788248, -0.07251604150909041, 0.010248982931905681]; []; []
DoubleSumSqrtsOfTwo; []; [0.7631215567647656, -0.8254404407581653, -0.43773359593552885, -0.8225911298317738]; []
DoubleSumSqrtsOfTwo; [-0.6931080631199018, -0.4471229927785778]; [0.6871168874343374]; [NaN]
DoubleProductOfTwo; [-0.831775638426129, -0.604233124413351, 0.05428887838284435, -0.32034281251954577]; [-0.4137489752352541, -0.6913990463332917]; [0.3441463180244601, 0.41776620598237607]
DoubleSumSqrtsOfTwo; [0.08933280546389866, 0.6815031043568913, -0.03396132231264826, 0.5290211278245489]; [-0.13882936213139274, -0.028891049234429422, 0.7781341785022593]; [NaN, NaN, NaN]
DoubleProductOfTwo; [0.45351528850942224, 0.7963281284844617, 0.259434502318731, 0.7572523865963248, 0.3417098527213227]; [0.4102049092946902, -0.350780857193568, 0.7421523506384708, 0.9615351617832526, 0.046869102218133785]; [0.1860341977867628, -0.2793366635171292, 0.19253992573256803, 0.7281247960566513, 0.016015634016139115]
DoubleSumSqrtsOfTwo; [0.5630989868517682, 0.4833347713350262, -0.5223217688878103, -0.018520511553708596, 0.07275774766598975]; [-0.7952458189364184, 0.789928023603439, -0.5149956505957054, 0.7507538590487395]; [NaN, 1.5840017722794, NaN, NaN]
DoubleSumOfTwo; [-0.9016816716778016, 0.7487197410465627, -0.375262832893307, 0.41862043144936556, -0.6149756839597054]; []; []
DoubleProductOfTwo; [-0.5416115858572117, -0.1895659937725609, -0.02071297169739461]; [-0.9058395594046678, 0.22434548997310655, -0.6052707558799848, 0.898825851998756]; [0.49061320030136, -0.042528275755144035, 0.012536956035802767]
DoubleSumSqrtsOfTwo; []; [-0.7079209217500986, -0.39140525105936974, 0.9978108545772635, -0.15802182097597162, 0.13462613279404234]; []
DoubleSumOfTwo; [0.5287069233731247, 0.6501676337979971]; [-0.532130874639996, 0.8223889226578478]; [-0.003423951266871228, 1.472556556455845]
DoubleSumSqrtsOfTwo; [-0.6314237754478915, -0.6664534573093011, -0.5432269934080902, -0.6944964958395681]; []; []
DoubleSumOfTwo; [-0.3350156808452538, -0.950911943579605, 0.4657443742860079]; []; []
DoubleSumSqrtsOfTwo; [-0.5851597234302741, -0.907798949418495, 0.15293483130781582, -0.09961787467590422]; [-0.011035275225257823, -0.8124463962197603, -0.626563077761537, 0.1419487550509193]; [NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.47865119654490407, 0.5440998441982441, -0.339594640355142, -0.8164818041430935, 0.869885219474273]; [0.04224397394473178, -0.18430568077469833]; [-0.4364072226001723, 0.35979416342354575]
