Operator; Left array; Right array; Expected result
DoubleProductOfTwo; [-0.6664061720177636, -0.10397141991640235, -0.75388537888104, 0.6409439753560895, 0.6117953270613024, 0.12342425635468812, 0.7917514006009958]; [0.1407885438317762, 0.8921325471620196, -0.744850064858446, -0.8082998400408876, -0.4193070887303745, -0.0021766084131054075, -0.006439604042198344, -0.05481208824666006]; [-0.0938223545588891, -0.09275628768207196, 0.5615315733553767, -0.5180749127554978, -0.25653011748892196, -2.686462747628927E-4, -0.005098565519726372]
DoubleSumOfTwo; [0.8582540326719379, -0.011115685903940076, -0.03556642746919669, 0.29881349028582216, -0.8404870568682377, -0.3594132122765663, -0.8213053160031569, 0.11564499870088851]; [-0.5204901621343201]; [0.3377638705376178]
DoubleProductOfTwo; [-0.90225724094, 0.07824829359172769, -0.606922258350479, 0.08781790869460893, 0.8972630261124361]; [-0.9712269428647238, -0.06462818701000406, 0.21694887871717516, 0.9440102868068183, -0.6569645300709765, -0.139381117713977, -0.49652345276362997, 0.480046754101382]; [0.8762965417957167, -0.005057045351459879, -0.1316711034176321, 0.08290100917357275, -0.589469982300019]
DoubleSumOfTwo; [-0.2985159371561408, -0.1417856895356815, 0.5261776743451556, -0.395044502640318, 0.1825859513225454, -0.5882606050372117, -0.8375575030264233, 0.4849904883606555, -0.9764263432399853]; [-0.4365131159498028, 0.42366061209060124, 0.03139107853764633, 0.7029706713927701, 0.22069072991446848, -0.06775918474524278]; [-0.7350290531059436, 0.28187492255491975, 0.5575687528828019, 0.30792616875245216, 0.4032766812370139, -0.6560197897824545]
DoubleProductOfTwo; [-0.4667274336150351, -0.030530511980494834, 0.48984887723905457, -0.7326232727047342, 0.4980844519354679, -0.9625629376898777]; [0.07435696001268255, -0.9663767684550202, -0.21729585961019748]; [-0.03470443311813511, 0.029503977506987876, -0.10644213285875047]
DoubleSumOfTwo; [0.3275274581272014]; [0.3819980644103391, 0.6958016403194347, 0.9908142959944175]; [0.7095255225375405]
DoubleSumSqrtsOfTwo; [0.8515834866949474, -0.3373381676530256]; [0.9757048871030856, -0.9327120911685567, 0.6242125119192792, -0.7670051990854663, 0.9205272445132484]; [1.910590564258178, NaN]
DoubleSumSqrtsOfTwo; [-0.9621151148413498, 0.32912494538678705, -0.35648789670210657, -0.3701047070983128, -0.07735874157276856, 0.8765268783173044]; [0.5050276624610643]; [NaN]
DoubleSumSqrtsOfTwo; [0.06783177610883251]; [0.9939108472133731, -0.54143840132251, -0.38491039540110794, -0.6120647982906953, -0.24490395003134569, -0.7570024742885508, 0.011434679061972375, 0.7645122487999534]; [1.2573961166028174]
DoubleSumOfTwo; [-0.7163149026367595, 0.9410635534019056, -0.3716958324912385, -0.15064693534213225, 0.9122876761004737, 0.14353594536516967, -0.6572084953831678]; [0.6632923161101181, 0.6139423872344403]; [-0.05302258652664138, 1.555005940636346]
DoubleSumSqrtsOfTwo; [0.5398837068004365, -0.627779625868061, 0.9836523658836063, -0.08695424153113818, -0.08151745078076877, -0.7801203113833781, 0.10311767842628838, 0.6608303779927118, -0.8083885114004119]; [0.6652704865258268, 0.21254322244249613, -0.4056005448614821, 0.5971476480979958, 0.6563473596275022, 0.599651904084028, -0.7590982662567936, -0.300420126629924]; [1.5504089416583557, NaN, NaN, NaN, NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.614934177722118, -0.6424695777432099]; [0.43350919433875323, 0.84616277191082, 0.31387448865442025, 0.3612846770731313, 0.47343898049165856, -0.6702615996994958, -0.5303805512677433]; [NaN, NaN]
DoubleProductOfTwo; [-0.10182977068864374]; [-0.19766229886961173, -0.33204667072399996, 0.9326560702256048, -0.47403455494232527, 0.9419251052921331, 0.12930422971946376, 0.12279230063597346, -0.5136912005913887]; [0.020127906567682728]
DoubleSumSqrtsOfTwo; [0.4128729526173156, 0.919646323456625, 0.22001448032704518, 0.31417461438999394, -0.6375284932496315, -0.7114958327808372]; [-0.14322424270280631]; [NaN]
DoubleSumOfTwo; [-0.8383855686073634]; [-0.289284742257679]; [-1.1276703108650423]
DoubleProductOfTwo; [-0.7772750285980332]; [0.07995498977794901, -0.20665492790257045, -0.2329825214979615, 0.36572017645175636, -0.4955775885034712, -0.786283577354536, 0.4748411121921765, 0.33374270598738875, 0.5664755580658176]; [-0.06214701696621077]
DoubleSumOfTwo; [-0.5509535651589128]; [0.7091117490501848, 0.6963502832713644, 0.8342384685753057, 0.13626270906263338, -0.6186436626240193, -0.4535902953525788]; [0.158158183891272]
DoubleSumOfTwo; [-0.5565557843201145, 0.2582441640755224, -0.4999099341339548, 0.8056983012637806, -0.09915074537800117, -0.38179119500873315, 0.7890509900889902, 0.19536354532648081, 0.7338564563625831]; [0.459946796774783, 0.9834607925501684, 0.14620387900550513, 0.7637513764888646, -0.9823486590751445, -0.49543155248221216, 0.8319371180407171, 0.14128482973068057, -0.2814468223660185]; [-0.09660898754533154, 1.2417049566256908, -0.35370605512844966, 1.5694496777526452, -1.0814994044531456, -0.8772227474909453, 1.6209881081297073, 0.3366483750571614, 0.45240963399656464]
DoubleSumOfTwo; [0.8553105549059243]; [-0.02067359659776624]; [0.8346369583081581]
DoubleSumSqrtsOfTwo; [-0.29283700234116883, -0.7364829097885706, 0.785001377716448, 0.14223618273700733, -0.27366647178519843, -0.1247876986381029, 0.038543409739577816, 0.7223942445472784, 0.5937857875958403]; [0.6304218107494297, 0.33572686609909663, -0.8221612370305709]; [NaN, NaN, NaN]
DoubleSumOfTwo; [0.720910173670126, 0.9825085599446133, -0.8812345916737363]; [-0.4192674960789826, 0.48529002349985717, -0.6679900431592694]; [0.3016426775911434, 1.4677985834444705, -1.5492246348330057]
DoubleProductOfTwo; [-0.4387066962296038, 0.9694293472245159, -0.1368720894686426, -0.18221545844030707]; [0.34962679155965404, 0.7853817497496498, -0.8376638810223207, 0.37808870800661487, -0.17282840863858318, 0.09368019172375619, -0.864350719292128, 0.5704139227011578]; [-0.15338361463849215, 0.7613721169818511, 0.11465280566793747, -0.06889360726052872]
DoubleSumOfTwo; [-0.764564716851101, -0.7432801566380867, 0.6769447291030148, 0.6408680404884044, -0.009816899720352268, -0.7363082422385163, -0.7097144913672313, -0.10166252063671632]; [0.19885189831677064, -0.9857004361205477, -0.4299722025938688, 0.5756203329420388, -0.04458315926751255, 0.5133057844006776, 0.04166292498148083, -0.9508263289412873]; [-0.5657128185343303, -1.7289805927586344, 0.24697252650914603, 1.2164883734304432, -0.05440005898786482, -0.22300245783783867, -0.6680515663857505, -1.0524888495780036]
DoubleSumSqrtsOfTwo; [-0.6585174891548304, 0.15321483543407277, 0.8868935138304062, -0.4589293192946673]; [-0.48255161725890994, -0.9543973131418875, 0.3127691590958608, 0.24121746426882162, -0.1948226441188543, 0.7073074148813854]; [NaN, NaN, 1.5010079253959494, NaN]
DoubleSumSqrtsOfTwo; [-0.3764626147166874, 0.16483184228088232, 0.24367305400971495, 0.31589584262822057, 0.4151921548327524, 0.999639162026237, -0.258148959202656, 0.21952718693077777]; [-0.2634684317446987, -0.3008048734761972, 0.65756600557094, -0.5804642777241913]; [NaN, NaN, 1.304536945837521, NaN]
DoubleSumOfTwo; [0.5468634328789026, 0.6431956992333769, -0.6003642965439848]; [0.3397582077832815, -0.6506741278718311, 0.8125906524389472]; [0.8866216406621841, -0.00747842863845416, 0.21222635589496242]
DoubleProductOfTwo; [-0.5203187332594692, 0.35483599481331907, 0.4901193248034792, -0.3832324437750989, 0.33317936862986564, 0.27042279483108556, -0.7122280283012303, 0.7620285731988516]; [0.18420293164529733, -0.7685657483316122, -0.10710820439485547, 0.8650330498233763]; [-0.0958442360563617, -0.27271479188869063, -0.0524958008189196, -0.33150872963003936]
DoubleProductOfTwo; [0.24590251445791655, -0.6198229596933567, 0.5776839544175933, 0.3918346813858953, 0.6288601965263696]; [-0.005600386732155016, -0.9841583289458822, 0.9425928414716467, -0.5279746979790025, -0.19399113075661156, -0.9627526183820017, 0.9039922403896599, 0.016019494389357236]; [-0.0013771491793736729, 0.6100039282541048, 0.5445207600670565, -0.20687879756241676, -0.12199330061197541]
DoubleSumSqrtsOfTwo; [-0.26559979502938735, 0.32824676575468614, -0.9441425203263314, -0.39382263767204617, 0.3640526305836138, -0.402910264084116, 0.8454028182130497, -0.05723433027875724]; [-0.8457576657580237, -0.16454267410275403, 0.7320096391355615, -0.7115962886157148]; [NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [-0.41056837508240185, -0.5191759086711172]; [0.25737843055414755, 0.7977850077117956, 0.2620946389237442, -0.4792682852409922, -0.6896457238300147, 0.652377957477394, 0.22544146990476088]; [-0.10567144401387517, -0.4141907563029657]
DoubleProductOfTwo; [-0.12112060016450155, -0.5673220070652103, -0.7371374773646435, -0.13829094660606867, 0.7842638161492912, 0.9513692419241093, 0.44463665447222533, -0.01761311594733561]; [0.24842891799888478, 0.22539965858593902, -0.8231940228959298]; [-0.030089859646242664, -0.1278741867007881, 0.6068071654191582]
DoubleSumOfTwo; [-0.0900486590701548, -0.7377839773682986]; [-0.6412319022206776, 0.32264633778050467, -0.11361585084528136]; [-0.7312805612908324, -0.4151376395877939]
DoubleSumOfTwo; [-0.12776987732779066]; [0.35904274221540766, 0.519609200761191, 0.31195379902742326, -0.0914309099959878, 0.9098885238491405]; [0.231272864887617]
DoubleProductOfTwo; [-0.6604840207897316, 0.0384422939983986, -0.1908118986537073]; [-0.3219494767540465, -0.22533298378723576, 0.2242025730663233]; [0.21264248489766285, -0.008662316810285302, -0.042780518649831685]
DoubleSumOfTwo; [-0.27739782647491107, -0.6102818009660909, 0.12316778316688404, -0.8958655003143898, 0.8694552744181463, -0.21185262467044175, -0.5731453463093072, 0.43587169333528997, 0.004815117131217406]; [0.02387099221579181, 0.757778270650707, 0.3541731715083689, -0.25312078857631426, -0.969217932931125, 0.8542837983327205, -0.10128258180328742]; [-0.25352683425911926, 0.14749646968461616, 0.47734095467525295, -1.148986288890704, -0.09976265851297872, 0.6424311736622788, -0.6744279281125947]
DoubleProductOfTwo; [0.5241056405789155, -0.9941742546160006, 0.8753022307958709]; [-0.4237990921216761, -0.05838760310896074, -0.7630096917773745, -0.6284521613520422, -0.024156357600768175, 0.4790139576925949, -0.7862595862320583]; [-0.22211549465319388, 0.058047451799665924, -0.6678640853316058]
DoubleSumSqrtsOfTwo; [0.9648926039824435, 0.6781097234685238, 0.6056950075031529, -0.7940114795636188]; [0.6822689815941179, 0.47965286228813997, -0.36415287207255886, -0.68784620093523, 0.40802796729561064]; [1.8082852221241474, 1.5160439316449739, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.6967993174398466, 0.9444238558715379, 0.353811444839518, 0.4987596687246416, 0.06929344202127163, -0.47350386363812547, -0.0661127018877079, 0.24716067146296528]; [-0.7225023442416947, 0.3063203954526841, 0.47730665333454136, -0.4133895925110822, 0.07791697218555305, -0.9112426364199699, -0.8625402773424133, -0.8043019697995446, -0.7904738509245446]; [NaN, 1.5252769127391836, 1.2856943479628677, NaN, 0.5423725931422968, NaN, NaN, NaN]
DoubleSumOfTwo; [0.5945093772870649, 0.0787974881348028]; [0.9920174803238933, -0.6599426559095793, -0.36802818691235073, -0.1646729089683403]; [1.5865268576109581, -0.5811451677747765]
DoubleSumOfTwo; [-0.10287091044256913]; [-0.9371291857614152]; [-1.0400000962039844]
DoubleSumSqrtsOfTwo; [0.13232145542360696, 0.19672769009190638, 0.7096617366494518]; [0.08944477979030863]; [0.6628333633434382]
DoubleProductOfTwo; [0.5107942494601396, 0.38826016425841026, 0.9411091546739243, -0.978176173985009, 0.6159317340409014, -0.8123999698696363, -0.45104790568137343, -0.5024336035910653, -0.610095681534826]; [0.06117199993727107, 0.6443150038719561, -0.5295636205929382, -0.7131529088079647, 0.40452135496461095, 0.4564456559896022, -0.07671317206035333, -0.5175270502520057]; [0.031246305795934085, 0.2501618492374839, -0.4983771713222828, 0.6975891838040549, 0.24915753961992781, -0.37081643717307916, 0.03460131559599722, 0.2600229808139696]
DoubleSumOfTwo; [-0.4642915098571063, -0.8961169878025153, -0.5947138965413312, 0.9570545255040606, -0.7823336534852172, 0.05225706859277124]; [-0.5561592039810579, 0.6451960388159863, -0.8250859476268886, -0.4687569303686927]; [-1.0204507138381642, -0.25092094898652895, -1.4197998441682198, 0.48829759513536786]
DoubleProductOfTwo; [-0.8977272511684238, -0.980356803153799, 0.3219730469462916, -0.3617302682856216, 0.7375099160510481, -0.28729211065317317, 0.2352847096316515, 0.37416005414953624]; [-0.6422451286112789, -0.9222873989870832]; [0.5765609538845142, 0.9041707260600093]
DoubleSumSqrtsOfTwo; [0.7773821358252191, -0.5640389788659828, 0.8882971948025951, -0.04581279768169022]; [0.7215217568569554, 0.23479614718330732]; [1.73111713519635, NaN]
DoubleSumSqrtsOfTwo; [0.12433958582069371, -0.6756206740814938, 0.7269328474017951, 0.3116545952735106, -0.8170895521371706, 0.03496775025744814, 0.07929787725454251]; [0.09160600497808535, -0.13836163512798239, 0.3066950528667798, 0.23802744000816767, -0.2529883025252957, 0.4703683166058157, -0.6340333427825924, -0.578651436982424]; [0.6552830263737357, NaN, 1.4064041232257463, 1.0461408884649552, NaN, 0.8728306883394504, NaN]
DoubleSumOfTwo; [-0.16712250774306114, -0.5776991163022489, -0.7937120327295719, -0.787822462283589]; [-0.6874254930374644, 0.15454042597445872, -0.7762574729120046, 0.482201136126736, 0.6097304834264656, 0.7936399892151362, 0.26954052550567686, -0.19145569905353943]; [-0.8545480007805255, -0.4231586903277902, -1.5699695056415766, -0.305621326156853]
DoubleSumOfTwo; [-0.5978266826995384, -0.6100649800039124, -0.47600438930863387, 0.996854119405931, -0.9836140242062539, -0.48484010171104974, -0.479884093810371, -0.6734152224055572, -0.5139891216833303]; [-0.4489542197377925, -0.3686764791326347, 0.6987190896121811, -0.3944814584263516, 0.09229991485373468, 0.3866451835950484, -0.006882312227885823, 0.6402357250116377]; [-1.046780902437331, -0.9787414591365471, 0.22271470030354723, 0.6023726609795794, -0.8913141093525192, -0.09819491811600134, -0.4867664060382568, -0.033179497393919455]
DoubleProductOfTwo; [-0.45442902943293606, 0.08804356841308492, 0.6321379564512981, 0.7465037820095717, 0.22670709601491246, -0.6216113011205997, 0.5991200251523998, -0.3891823642896268]; [0.04181719408291129, 0.6448955708077593, 0.9747877545942141, -0.665625608467755]; [-0.019002946920706094, 0.056778907307708404, 0.6162003391629359, -0.4968920341236015]
DoubleProductOfTwo; [0.18334900984254787, -0.5583169441047042, -0.5684316312383246, 0.16953670024318912, -0.8194001517158118, 0.47643678773286036]; [-0.9347143011295147, 0.35729627176224255]; [-0.17137894159776565, -0.19948456259029917]
DoubleProductOfTwo; [0.1147803576264721, -0.8700128274443328, 0.445635826277786, 0.019899781168277952]; [0.8419535921786117, 0.9639417475337562, -0.168693007954821, -0.16962215865515806, 0.662875273858784, 0.2203390678405659, -0.8774413930174216, 0.010795982930393633, -0.9630353124600255]; [0.09663973441515389, -0.8386416852634745, -0.07517564798723178, -0.0033754438385285696]
DoubleProductOfTwo; [-0.07138047239637713]; [-0.686472296778009, 0.10362483078907148, 0.6583377505090955, 0.9090366217038122, 0.9584835477592852]; [0.04900071683104028]
DoubleSumOfTwo; [0.9157038837887768, 0.4950378879507289, 0.6979607610976539, 0.48070542979622255]; [-0.9481469324503597, 0.2383031164456293, 0.21935433069309695, 0.029610038940580008, -0.46473721384143074, 0.016910407901391977]; [-0.032443048661582985, 0.7333410043963582, 0.9173150917907509, 0.5103154687368026]
DoubleSumOfTwo; [-0.11197266471038936, -0.9687897750867613, -0.8456281465520132, 0.20234270564314927, -0.24589149321977977, -0.4210621626895892, 0.3810213511464595, -0.33627448835559415, 0.2844966218450833]; [-0.6236820181846106, 0.972250067142105, 0.9271845109203793, -0.5741159401978426, -0.93006556341715, -0.30182521485996316, -0.6475218800609599, -0.29472669136836793, -0.4994206916240145]; [-0.7356546828949999, 0.0034602920553437055, 0.08155636436836611, -0.37177323455469335, -1.1759570566369297, -0.7228873775495523, -0.2665005289145004, -0.6310011797239621, -0.2149240697789312]
DoubleSumOfTwo; [0.030978264293640922]; [0.660461882342086, 0.29773449144577246, 0.6524333485506193, -0.9148957130416946, 0.928145138297737, -0.7725189541307875]; [0.691440146635727]
DoubleSumSqrtsOfTwo; [-0.10542419991875351, 0.616338356798952]; [-0.486196709454098]; [NaN]
DoubleProductOfTwo; [0.16716813686873744, 0.48607668210446153, 0.467530415161155, 0.28281247273681775, 0.6616465143050518, 0.2553767298576477, 0.49129386061056124, -0.024424651760488914, 0.026233250464962277]; [0.8666139842636305, 0.6850935028799521, 0.5921121369965239]; [0.14487024513374444, 0.33300797681121047, 0.2768304332319435]
DoubleProductOfTwo; [-0.34411179727780916, 0.1500084951392635, -0.958286559094889, -0.7364085008193353, 0.03051379467535109, -0.3996297315173307, 0.448173152296079]; [0.23928104470428257]; [-0.08233943034770248]
DoubleSumOfTwo; [-0.6870770355981461, 0.3372488421947317, -0.14126043306748937, -0.6619006423528022, 0.10984949692767221, -0.42780502914266316]; [0.9227594145889431, -0.5028454820828605, -0.297298030703395]; [0.23568237899079691, -0.16559663988812878, -0.43855846377088437]
DoubleSumOfTwo; [-0.05694064450215319, -0.7343844135523274, 0.8953584073549317, 0.8535912140424935, -0.04779445074361033, -0.2988114333512095, 0.5384068058718265, -0.846510654948124]; [-0.8150323191815567]; [-0.8719729636837099]
DoubleProductOfTwo; [0.7967828681467584, 0.16212153456895484, 0.8032058099388948]; [0.986636884856795]; [0.7861353669355801]
DoubleProductOfTwo; [0.416555181405021, -0.15564878675527072, -0.29580432502421594, -0.15928731330448298, 0.13706124750352044]; [-0.1886679701396372, 0.7850413326571772, 0.8181100968009558]; [-0.07859062052683366, -0.12219073098083053, -0.2420005049797027]
DoubleSumSqrtsOfTwo; [0.7586138351990068, 0.5826124148722878]; [-0.39922123307368307, 0.15646473332381916, -0.47127493482240546, -0.18065113729830506, 0.41606659222414644]; [NaN, 1.1588467508236961]
