First operator; Second operator; Init; Left array; Right array; Expected result
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.12825572496597148, -0.637222222654775, 0.5064003163028263, 0.9838229478248375, 0.3453889384711417]; [-0.15118028875942247, -0.7016716727327006, 0.028554160484194124]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.9904398866063757, -0.9736399426979567, -0.361962702177707, -0.45002608087067886, -0.18380438962837697]; [0.21281691661736413, -0.03183731550562552, 0.8071576491859405, -0.8711221164254015, 0.44234500793761944, -0.388332459379523, -0.24661429445972427, 0.5823063224471909, -0.1660286257021253]; -6.084501652476557E-4
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7286170440360755, 0.7152733910856393, -0.1615234823950904, -0.31468862410774157, -0.055772636679668475]; [0.01760425232260343, 0.6427051632388128, 0.652521525397511, -0.20160420510489496]; -3.942865031939879E-4
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.14309337997257643, -0.22009853646904332]; [0.09003684918384969, -0.9795636023004521, -0.6540468392147811, 0.5412554704493646, -0.3509696954717376]; 10.202716838172876
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.29875845284125657, -0.41699516325961894, 0.13377600226769704, 0.5714233888899396, 0.6937438769297148, 0.8437599341193611, 0.09987864025087956, 0.766666627823245]; [-0.8669083866544005, 0.5506107823251438, 0.26148880466468016, 0.7214002061085512, -0.4675832919645664, 0.5429506465144882, -0.03710925043080637, 0.5674952147106824]; -0.01018841852181144
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.9999036291280756, -0.6460858928124327, -0.5411803159192878, 0.22186634414707407, 0.312331658257778, -0.3069251516478846, -0.8209417350894237]; [0.4118381078210942, 0.39080482256533755, -0.8587346003108662, -0.7019335689175699]; -2.4220191027679054
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6127365022691815, -0.14196603734526048, -0.8171758927483863, 0.5479366221405884, 0.44976974294359895, 0.9250354248074744, 0.13221475611817057, -0.46476476309753534]; [-0.04584887782405955, -0.1663747660339947, -0.7438940171328345, -0.042946915109793204, -0.7861916477301978, -0.1278960822599955, 0.4486367234086961, -0.941143108082108, -0.5780854029315103]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.41495712223341474, 0.18673604544835598, 0.43649684643559095, -0.8981338362112106, 0.21409813455255478]; [0.1740051224143282, -0.14300833188399187, -0.6247766155723276, 0.6352937002215397]; 9.35165580861887
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.07581076424371735, 0.15747922813916748, 0.5395210459612463, -0.9007681304435897, 0.05487968747219529, 0.4789848780930317, 0.9357463475383982, 0.9342038667628365, 0.43582362243996386]; [0.10142582171131909, 0.1106715687979023, 0.03818921890190241, 0.7586668826748759, -0.03146366752285079, -0.3828793582862813, -0.5357516092610859, 0.72558649495469, -0.37383691434635646]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.445638711615608, 0.6948292389250508, -0.8982819028159947, -0.25535453519590523, 0.04392459107788471, 0.30402172921268944, -0.49998035584692646, 0.6557628971719669, 0.15577623329972634]; [0.6228136653150635, 0.16182661142809973, -0.5930051460016412, -0.7008088748168895, -0.24908711152399565, 0.3388722058935807, -0.2793938456902423, 0.6036523840031851, -0.2002802715108507]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6891872964774552, 0.9423352396915627, 0.9395235044413726, 0.6045468995783156, -0.7815642389860085, -0.42577105550871064, 0.7978650784189969, -0.6897989681163355, -0.2701201725089344]; [0.30843319590916707, 0.21687587546584863, 0.2125554554900102, 0.4903135650173249]; 14.403771032071058
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6135133428006778, 0.20155399931813722, 0.029758543449208252, 0.875939537441188, -0.12785429425353412, -0.4539381990863649, -0.6197607890519166]; [-0.8686917454136069, 0.8287853876106606]; 10.77516098431587
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.25632909787659997, -0.33931525843550436, -0.9439227864488595, -0.3218176593709645, -0.2429474252325463, -0.2543158955291145, -0.5715103350865869, -0.48961709216514593, -0.17792857470164902]; [0.971742861348494, -0.7188887377026105, 0.025119212272784797, -0.8288719048810467]; 10.237878966307692
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.2781057517068384, 0.7635063960372723, 0.4382555855045833, 0.5874907949090804]; [0.5931440590682342, -0.7418263204780429, 0.3252256244561933, -0.9600572836610739, -0.39249588176288364, -0.33979737193558024, 0.7811595256126673, 0.2974656105507918]; -0.019427919657216325
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.21838496216242143, 0.2877535942329137, -0.27533254139056806, 0.38656886759820663, 0.967632067730088, -0.24039669807465747, 0.4320093278728654, 0.029264652339892505]; [0.5645082288631669, -0.6423602816691376, -0.5393516455565937, -0.21241951290445593, -0.11356187849801835, -0.11367022350979261]; -0.11910761053615868
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9940504103893435, -0.45910938695844394, 0.9423480037906735, -0.15217508050378892, -0.5679475933009681, 0.13523901425273066, 0.19294841589975276]; [0.8705090339921422, 0.22770905795147733, -0.43078378342593315, -0.21167622732829017, 0.7604353372599082]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.039849979614936526, 0.9188446597855287, -0.7382915186071277, 0.28923802304109536, -0.06520098220461401, 0.3543158670006965]; [0.009344130027674646, 0.8887460823007047, 0.21592979621860442]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.9356851832578261, -0.5101714462290743, 0.7916666135081021, 0.42311923805239915, 0.6790567809887402]; [-0.5076164095459423, 0.8393466095438697, -0.7093809427879032, -0.12894708643671837]; -0.06231879491763219
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9480175609449726, 0.17176100588263443, 0.3615334947611497, 0.21301100116620364, -0.36970507408742437, 0.3215179392148737]; [0.3859550387547246]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.0851694381444783, 0.0349235507578769, -0.1471897799833246]; [0.0019775614314365697, 0.44975133438493553, -0.7845810473362693, 0.6178843544869723, -0.8992300061180345, -0.35188158094556865]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.55307957000833]; [0.9477385638406393]; 11.717211847153566
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.08833856808642859, 0.026593431884562646, -0.4474450493843489, 0.6504017647773612, -0.7095482556570936]; [-0.8401890710231776, -0.05321102535371591, -0.44071405299444, -0.04607060370800409, 0.7158470106625383, -0.8571461377656255]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.44425417473316364, 0.4758431824787934, 0.5952691498486768, 0.6647417371699373, -0.5158810152598514, -0.25566069702760363]; [0.8766378817016969, 0.7901969322507947, -0.8158382814244343]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7218574623555019, -0.6861173905329203, 0.9321862902518108, 0.9849352486154641, 0.3085242847330838, -0.34363566429641, 0.48162200981523573, 0.4358384358501639]; [-0.14363299678446317, -0.09967039250395082, 0.8064658792694548, 0.7946232667790933, -0.8316006601076888]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.2691509099570004, -0.10663969155467212]; [-0.151129925857709, 0.8239426853017344, 0.8762262006048176, 0.7214464452707172, -0.9834594143519051, -0.4167251308294395]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.8722508691325457, 0.8740460689355665, -0.6471336534159702, 0.6209825900416637, -0.17843493568528412, 0.12239863627885095]; [-0.9150275490808779, -0.827559948862209, -0.8662035506162471, 0.7566615182428731]; 9.508964002617942
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.6022750457576824]; [-0.18118401687202246, 0.9450072122335205, 0.29289628407243096, -0.5501661777836642]; 4.210910288856599
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3542214408439657, 0.9403971962500122]; [-0.1492202963730056, -0.19652079189179372, -0.6666690274517832]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.357911631286185, -0.0247058023348945, 0.1496769365088082, -0.13102119764724884, -0.12578861352620252]; [0.966667520554251]; 6.08755889268066
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5502692487795489, 0.02369318625521455, -0.9195969498799659, 0.8863472976957596]; [-0.06293299949241837, 0.9899016852736542, 0.44421561286667477, -0.6771881138274991]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.12201620625458598, -0.3469970827076778, 0.350828970304607, 0.729534166471536, 0.12038865930775744, 0.8526675174074485, -0.37115264549399307, -0.31156893605855585, 0.06168989173367301]; [-0.31254697305770995, 0.2238532906582642, -0.19435315584080182, -0.21385437222931758, -0.5739739939956499, -0.5192187204800054, 0.11253380810407299, -0.4463822991943627, 0.9105508873958594]; 9.949982806070562
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9499351348454739, -0.17678992002227112, -0.43418427041974206, -0.527429885985357, 0.5829020636995308, 0.09108909354261385, -0.007240776589029663, -0.6710344034735409, -0.15612705722900144]; [0.010291913591132795, -0.38867550957234287, -0.8146422089250569, 0.6445357109632246, -0.4761316602544565, -0.9106140298293095, 0.346564088993766]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.08951685023651645, 0.12926851243227522, -0.056800812468230655, 0.018503089525330196, -0.9729975579638683, -0.6874767032396221]; [0.5023167922229508, -0.3168016849643216, 0.3084276688297285, 0.4961055126857523, -0.1645339897886613, -0.5617005038067218, 0.4875530330604212, 0.9514617551785594, -0.47754001659089473]; 1.8307080188786394E-7
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.014805457142571088, -0.07299486822285917, -0.39428146365911054, -0.5986470659293088, 0.8214382585262472]; [-0.06924813578638633, 0.9630832794516597, 0.9766925268081537, 0.8113845033627933]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5161280072274097, 0.46497526615330975, -0.9561391407931124, -0.7731163433596409, 0.4563684557444847, 0.5289383037769606]; [0.2661386821248195, -0.6505887184562735, 0.7156685110208783]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7650983235796367, 0.9352653914827809, 0.2679681637797924, -0.5071597104337204, -0.8316278508983019, 0.9529105649219327, -0.6247458145274034]; [0.5604495864495989, 0.28365478650770215, -0.810388495650572, -0.18873029992594414, 0.3053695431835173, -0.1837829528357109, 0.8093728694988929, 0.39615366579683853, -0.3822535694673268]; -5.317478420527451E-4
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.25182460953809294, -0.10773563076682802, 0.7288337581750075, 0.6677161913653218]; [-0.8489053013026904, 0.7439947589359104, -0.9246723876199261, 0.10435648356135507]; 10.615412481886244
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2316274694646594, 0.6505778916162615, -0.5696972900310937]; [0.9867496702078875]; 3.640355403956291
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.4741087552835175, -0.4821488215860683, 0.7077651198282184, 0.8449228230562911, -0.338446030112747, -0.170255982691089, -0.5984851207697373]; [0.6688218421210752, -0.6480318832064018, -0.33416396581534125, -0.7467287454199036, -0.6636335983726325, 0.038032700049381196, 0.13788561264036892, -0.5238645043023136]; 0.004926859442359954
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.017024216340968623, -0.7113297570937223]; [0.5366495092017303, 0.9033255984191397, -0.5747668512635267, -0.9543259806431681, -0.27554570076431895, -0.9331169457883508]; 9.366573658843897
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.551609490525504, 0.08969503005901647, 0.8656228071536629, 0.6583162182250781, -0.36298121706840836, 0.20765460352407317, 0.4559970454835174, -0.9170878337857618]; [0.3201091845091608, 0.4578838535881562, -0.20555807464263376, -0.10828746282323487, -0.3034665564868464]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.3421933384441074, -0.46664691092315547, -0.24008328962711611, 0.15380620342779716, -0.24000083857915766, -0.24816647526458802]; [-0.6222608404435952]; 10.21293351437443
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7216307584791926, 0.13597341564118715, -0.8856557374250846, -0.8704850492265808, -0.45303771086531275]; [0.9530492659273184, -0.8907249811234883, 0.759112798162977, -0.47346777194607115, 0.8081938441955372, -0.8939792416956482, 0.3544792820550471, 0.5605261686293368]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.4262764706947362, -0.9742081241034188, -0.06859422790456349, 0.3823026397732472, 0.013279099693337182, 0.7905251512280547, 0.6563733875196605, 0.8717866179192857]; [-0.8574995229284756, -0.6040959386152556, 0.32059746395426614, -0.7406154529321194, 0.5373427521599328, -0.5513627921619653, -0.9378408433362939, 0.48156583859069513]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.1660089163360563, -0.6852154881564672, 0.5303768912975719]; [-0.894591518386906, -0.4821521488901781, 0.6450615397416788]; 14.553228085437926
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.696335656426718, 0.26479667360370485, -0.23491983294000374, -0.025307941354051122, -0.6642409818033188, 0.3888488691576497]; [-0.42126690908818176, -0.6604786398455569, -0.1548270950639361, 0.15354599851620288, 0.752427793688226]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.4067412001803301, -0.500423304871271, 0.050419024702198056, 0.2981805508265971, -0.5122800003628656, 0.5196028761524807, -0.7584530403842222, 0.8908940030682189]; [0.9820711869091676, 0.3884111957779022, 0.9580062362621533, -0.38941260099435215]; 10.137265275213423
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.2962333349826449, -0.2566697095191519, 0.5993027378902032, 0.8044483511237581, 0.08647736835577913, -0.13547615006956648, -0.09579046953627035, -0.7556956255762421]; [-0.2046047206713799, -0.7072744845573531, 0.0888233331244872, 0.9211277157153488, -0.11743343360958547, 0.43035098107579683, 0.6855421246259417]; 1.6874847134632028E-7
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7967033019236078]; [0.8942388764533142, 0.11506229538732371]; 4.462639985974892
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.9670598202930218]; [-0.37639573433189355, -0.42650044205985727, -0.8978751583857094]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.6976383794867593, -0.4518637393704972, -0.4184441225119846]; [0.15166258963552637, 0.5670962165291948, 0.6269263066842989, -0.917617136372225, 0.9891833652310671]; 9.375610511473973
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.8185904361499086]; [-0.3836513241900199, -0.5628635063628966, 0.792511401944205, -0.15383645504855092, 0.4349945759687912]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5613727615514006, -0.9444698968665479]; [-0.07971158670620637, 0.5529093567776735, -0.8827473349248796, -0.31109673026106677, -0.910462887203334]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7726639119909258, -0.3554467988308543, -0.9597913610734314, -0.2878594411034916, -0.016780800436789756, -0.02155311766137369, 0.15068432418356537, -0.4406198254704612, -0.9722611069003315]; [0.858650968634407, -0.9869477621234997]; -2.3274269920767456
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.2090773818931113, -0.6083381995310655, -0.49631071056539344, -0.1453492300312773, -0.6224031101737109, -0.4936910281159266, 0.10565041929610364, -0.457627824030179]; [-0.8649937102445722, 0.6534581611752346, 0.6949652092913376, 0.09066756177877111]; 9.425229921918751
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.43175567583998564, 0.26651314904469725, -0.3686304955173729, 0.9511471883499396, -0.15103278598983993, -0.5852121476632421, 0.09635592508160173, -0.7279308156987752]; [-0.4068528399531628, 0.9687694133267084, -0.6059388780824284, 0.6382763053473546, 0.3023578262637636]; -0.07210714541124555
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.07726069192039553]; [-0.38832462041520044, 0.936905046139545, 0.03603805659814441, -0.857852262735298, -0.7528995410965211, -0.05854243961225114, 0.7017081324365579, 0.40665181205188605, -0.21927537225994653]; 3.335489174979039
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.966592363068739, 0.9471837866692885, 0.03574381197824472, 0.8498222533135489]; [0.5182553595356616, 0.6348158888075541]; 2.69213742954215
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.6124115345143517, 0.6782272857021345, -0.7514615103482345, 0.41466243232913813, -0.6387119397517074, 0.7205701167425147, 0.7219186542309615, 0.6263900015174542, -0.4087358337776932]; [-0.9004920543372412, -0.4907043508380393, 0.7850928295200994, 0.2785524177463494, 0.3460196841882557, 0.9485127516793397]; 0.018891787409673143
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.2441084351406615, 0.3447066426959775, -0.8030237217915577, -0.45518969604844894, 0.27829824228277245]; [0.4751177373666835]; 10.115980247376154
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.23916067096040616, -0.5680730806447898, -0.2058460164657978, 0.4270204897293859]; [0.2314795812390058, 0.5743298330894044, -0.8515205182021133, -0.3079363640187862, -0.4882501647871782, 0.4633206627817166, -0.8547100774824798]; 6.0513356623778924E-5
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.10700923903140547, -0.3974146799738185, 0.9445288637162144, -0.8190409535100711, 0.5471442495149921, 0.42004618406711725, -0.48842918185492534, -0.27946171335656866]; [0.19050254915718923, -0.17814225636023906, -0.0895821515655344, -0.18644103042659932]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.007011104714285343, -0.9433563026924172, 0.22128226440214438]; [0.19552307273626846, 0.10518928690854445]; -0.0013602907149701056
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.5931893325591933, -0.28040366051050003, 0.6716750976755332, -0.6399529049541757, -0.6562888876392239, 0.7649243815372939, 0.9425411869633049]; [-0.65065775093507, -0.3357490012147004]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.7264137159718052, 0.8061101739920087, -0.9586272159996148, -0.8030468854464634, -0.4743435976458359, 0.7594231549934247]; [-0.09400290745196105, 0.6131224340199433, 0.7625991144422712, -0.5772719527218333, -0.8384116175106604, -0.37739544014673765, 0.5874032033131047, -0.07775342407809549]; 10.26957975546089
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.2758522792520397, 0.2341663633155482]; [0.4909242579836923]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.607008187734084]; [-0.9091867654450543, 0.18319961285502018]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.008744935119631592, 0.10096459283501136, -0.13147914197333765, 0.6872074590123762, 0.9684604721442578, -0.6655516928830372, -0.0504139164227857, -0.7538228751971863]; [0.3571827091269326, 0.17701180935031968, 0.43949228364420856, 0.07408040252235204, 0.14599315064263885, 0.5502210731479962, 0.3581877296807001, -0.07061394252432862]; 9.824480789520306
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5196577349571905, -0.4980497024645192, 0.8647068461758336, -0.3933921363214927, -0.46984395291481595]; [-0.3834250078000154, 0.29594951443682893, -0.8424476179659859, -0.009320718583277987, 0.6362182606517979, 0.6639655790314873, 0.03007221465658194, 0.7348474783730901]; NaN
