Predicate; Input array; Output array
DivisibleByTwo; [-0.1080974677410691, -0.3948930387665148]; []
DivisibleByTwo; [-0.11672817733707275, -0.8793646419422101, -0.7334706269158657, -0.1902402210339822, 0.7808580588538578, 0.16066803344340852, 0.6016360298270211, -0.9821974528798616, 0.8027978616733535]; []
IsNotNaN; [0.6770694538378923, 0.835500634871966, NaN]; [0.6770694538378923, 0.835500634871966]
DivisibleByTwo; [0.8108516651681494, -0.9848369012536473, 0.09025102288540365, -0.31424935792718456, -0.9511811659608678, 0.8063262264802447]; []
DivisibleByTwo; [-0.18294860235375632, -0.749838377680067, -0.3388272813092281]; []
IsNotNaN; [-0.9944844034172116, -0.32223569104791405]; [-0.9944844034172116, -0.32223569104791405]
IsPositive; [0.32805433112256477, 0.3035479694504333]; [0.32805433112256477, 0.3035479694504333]
DivisibleByTwo; [-0.2851251263355832, 0.33331416371820044, 0.5231006119131847, 0.6608148299470253, 0.7268337456434439, -0.32187925186563704]; []
IsPositive; [-0.08091981878508148]; []
DivisibleByTwo; [-0.5361339098235081, -0.8638745224790205, -0.25838917588375954, -0.5169975574587058, -0.31586746341165983, 0.5986644705908417, 0.47195641916642694]; []
IsNotNaN; [0.603033838834355, -0.014766092455641644, -0.14375864317519627, NaN, 0.3303837804588423, -0.7759374490276736, -4.908438027086959E-4, -0.008894698131463041]; [0.603033838834355, -0.014766092455641644, -0.14375864317519627, 0.3303837804588423, -0.7759374490276736, -4.908438027086959E-4, -0.008894698131463041]
IsPositive; [-0.09593226277521416, -0.18101214410609812, 0.6077488092241357, -0.24292209991253655, 0.959731091404392]; [0.6077488092241357, 0.959731091404392]
DivisibleByTwo; [-0.8592399821366141, 0.3824186203938469, 0.7789116117524886, 0.4584838407995455]; []
IsNotNaN; [-0.26791763354315856, 0.18250772430453144]; [-0.26791763354315856, 0.18250772430453144]
IsNotNaN; [NaN, -0.18103849540781458, -0.8752877586078969, -0.5267706695591936]; [-0.18103849540781458, -0.8752877586078969, -0.5267706695591936]
IsPositive; [0.2904101583672858, -0.004406919714924795, 0.29834071619776426, -0.8843954112159538]; [0.2904101583672858, 0.29834071619776426]
DivisibleByTwo; [-0.23349084571025558, 0.3183222996895365, 0.41339252667615733, 0.15300432439238976, 0.5964374640573593, 0.7937951661510034, 0.35027751797767737]; []
IsPositive; [-0.20826882907633681, -0.772046948747541, -0.7347091396860903]; []
DivisibleByTwo; [0.8005165803398109]; []
IsNotNaN; [0.12624004250230803]; [0.12624004250230803]
DivisibleByTwo; [0.15573605943072244, 0.33843997193481856, 0.18055458474670205, 0.3256108375830309, -0.2538285486693592]; []
IsNotNaN; [0.3020387927782584]; [0.3020387927782584]
IsNotNaN; [-0.5230360485780554, NaN]; [-0.5230360485780554]
IsPositive; [0.8191144388896647, -0.5919656014687524, -0.7178665423561266, 0.06803541847646555, 0.5631158115434645, -0.17797855732898338, 0.7424267333922756]; [0.8191144388896647, 0.06803541847646555, 0.5631158115434645, 0.7424267333922756]
DivisibleByTwo; [-0.2896433947299344, -0.27027504158907467, 0.3153555683278366, 0.9161863456118169]; []
IsNotNaN; [-0.910925354434907, -0.2658717207364971]; [-0.910925354434907, -0.2658717207364971]
DivisibleByTwo; [-0.6577438943320462, 0.12684891773656148, 0.3932451368162653, 0.2835228592825221]; []
DivisibleByTwo; [0.5300344539719393, 0.2968288707123907, 0.49002133545982773, -0.5387358891169602, 0.8078514019586689, 0.9607175618479828]; []
IsNotNaN; [-0.024609686012807996, NaN, NaN, -0.3182640355802835, 0.8956340298466758]; [-0.024609686012807996, -0.3182640355802835, 0.8956340298466758]
IsNotNaN; [-0.07961129788394472, -0.19465030492537472, NaN, 0.9127698870209515, NaN, NaN, NaN]; [-0.07961129788394472, -0.19465030492537472, 0.9127698870209515]
DivisibleByTwo; [0.9782402469079023, -0.003888551207119173, 0.16144590367000666]; []
IsNotNaN; [NaN, -0.31736304217072053, -0.18342328962606191, 0.47898878545464285, 0.4102252029887641]; [-0.31736304217072053, -0.18342328962606191, 0.47898878545464285, 0.4102252029887641]
IsPositive; [0.3652623716749308]; [0.3652623716749308]
DivisibleByTwo; [-0.16138115673096398, -0.09635542785886453]; []
IsNotNaN; [0.9222649241597374, 0.7958430383022439, 0.7261549358657375, NaN, NaN, -0.21827073621928728, 0.6564699342760805]; [0.9222649241597374, 0.7958430383022439, 0.7261549358657375, -0.21827073621928728, 0.6564699342760805]
DivisibleByTwo; [-0.9405820027072282, -0.7531495443405565, 0.4074283084356052, -0.44868409954665056, 0.45042326568439917, -0.7016615542797708]; []
IsNotNaN; [-0.22066479178391996, -0.34058432383252124, 0.2704277388730323, -0.016777782834878296, NaN, -0.5835426971942337, -0.5969326277707372]; [-0.22066479178391996, -0.34058432383252124, 0.2704277388730323, -0.016777782834878296, -0.5835426971942337, -0.5969326277707372]
IsNotNaN; [-0.718107116922406, -0.0963902803085055, 0.5653056381140205, NaN]; [-0.718107116922406, -0.0963902803085055, 0.5653056381140205]
DivisibleByTwo; [-0.7011341795822363, 0.13074573602772643, 0.8882996849274531]; []
IsPositive; [-0.5800842997419291]; []
IsNotNaN; [-0.2098733042732157, 0.6507597815052237, 0.5851436737076017, 0.19902269814505402, NaN, -0.824206805324674]; [-0.2098733042732157, 0.6507597815052237, 0.5851436737076017, 0.19902269814505402, -0.824206805324674]
IsPositive; [-0.6759598014432708, 0.1804240794244918, 0.7202486799596426, -0.9342523430096743, -0.6996439635709328, -0.7589896483637244, -0.8862029683869295, -0.3801034359369333, -0.7437500703493205]; [0.1804240794244918, 0.7202486799596426]
IsPositive; [-0.8268971686212445, 0.03727338469268093]; [0.03727338469268093]
IsNotNaN; [-0.666833266390015, -0.6536665330668843, NaN, 0.7264427872680277]; [-0.666833266390015, -0.6536665330668843, 0.7264427872680277]
DivisibleByTwo; [0.04659456945485885, 0.9785767874720435, 0.5937350213944428, -0.47459615283906853, 0.21247709236094492]; []
DivisibleByTwo; [-0.6836896051207388, 0.9263000287138028, -0.7798920837902723, 0.5982528793014361, 0.9963166576975289, 0.1172516857136745, -0.16407682634266396, -0.3308352622304638, -0.20035645877892838]; []
IsPositive; [0.2980104959318368, 0.34388388650530244, 0.6182705595332016, 0.505914960173451, 0.7698270963146363, -0.3793424451589449, -0.4466145192145281, -0.03144769627654331]; [0.2980104959318368, 0.34388388650530244, 0.6182705595332016, 0.505914960173451, 0.7698270963146363]
IsNotNaN; [-0.656294256783841, 0.22015162417262135, 0.7040526333717085, 0.5674617130694972, -0.37224408963927647, 0.04007289535614378, -0.3223428136595079, 0.6273839119748053, -0.1962194589806161]; [-0.656294256783841, 0.22015162417262135, 0.7040526333717085, 0.5674617130694972, -0.37224408963927647, 0.04007289535614378, -0.3223428136595079, 0.6273839119748053, -0.1962194589806161]
IsNotNaN; [0.8046436161375001]; [0.8046436161375001]
DivisibleByTwo; [-0.2276878060687555, -0.8657580688678657]; []
DivisibleByTwo; [-0.4303243912380541]; []
IsPositive; [0.4350678409990769, -0.8548380111753651, 0.13846488529755208, 0.8714820447607745, 0.8422334549756767, 0.23826358718162344, -0.396595584915032, 0.8086952217416905]; [0.4350678409990769, 0.13846488529755208, 0.8714820447607745, 0.8422334549756767, 0.23826358718162344, 0.8086952217416905]
IsNotNaN; [-0.5484746019222688, NaN, 0.1386026887948104, -0.3312963353395253, -0.1424845589600332, 0.9102704552703642, -0.9481888973957129, -0.5690051663757498, NaN]; [-0.5484746019222688, 0.1386026887948104, -0.3312963353395253, -0.1424845589600332, 0.9102704552703642, -0.9481888973957129, -0.5690051663757498]
DivisibleByTwo; [-0.9874917655131954, 0.4602985099890393, 0.27902981792896475, -0.780763403197307, -0.29849051277690086, 0.8211297547950358]; []
IsPositive; [0.6674565220095072, 0.18640541186915005]; [0.6674565220095072, 0.18640541186915005]
DivisibleByTwo; [0.06655205423927035, -0.8282649338084558, 0.31459430836598745, 0.8176440815428327, 0.760214039549429, 0.6162318952757058, -0.8751094171997529, -0.5376445688754763, -0.19188887884320138]; []
IsNotNaN; [0.14960097600638833, 0.49331451962965356, NaN]; [0.14960097600638833, 0.49331451962965356]
IsNotNaN; [-0.8799411238955854, -0.2190405536503537, 0.7034184562077173]; [-0.8799411238955854, -0.2190405536503537, 0.7034184562077173]
IsNotNaN; [0.5182382864551889, NaN, NaN, NaN, -0.9400049911399355, 0.4722491913551239, -0.08467845276239139, -0.5734241971304512]; [0.5182382864551889, -0.9400049911399355, 0.4722491913551239, -0.08467845276239139, -0.5734241971304512]
IsNotNaN; [-0.5259312638657831, -0.9883211764330968, NaN, 0.5293471531354452, -0.9498820073908039, 0.16087631379183742]; [-0.5259312638657831, -0.9883211764330968, 0.5293471531354452, -0.9498820073908039, 0.16087631379183742]
DivisibleByTwo; [-0.5018150458544588, 0.9106976369439774, 0.19759116873813598, 0.7559542792227338, -0.06875287047157208, 0.7230345676922039]; []
IsPositive; [0.239386055998712, 0.003102255255527986, -0.320480179933166, 0.7001481457506165, -0.308107079173487]; [0.239386055998712, 0.003102255255527986, 0.7001481457506165]
DivisibleByTwo; [-0.3319612811839425]; []
IsPositive; [0.5808087911143678, 0.5847279340875629, 0.4721555265065356, 0.03573620327579685, 0.9062635835407775, 0.1949578627809383, -0.7517235440347856]; [0.5808087911143678, 0.5847279340875629, 0.4721555265065356, 0.03573620327579685, 0.9062635835407775, 0.1949578627809383]
IsNotNaN; [0.614846138541254, -0.4728526021676862]; [0.614846138541254, -0.4728526021676862]
IsNotNaN; [-0.25768909602989476, -0.7629182747063685, 0.7897647496618501, 0.5458659116558444, -0.6025695190779901, NaN, 0.664298111803385, 0.5380433146045209, -0.7017480816872461]; [-0.25768909602989476, -0.7629182747063685, 0.7897647496618501, 0.5458659116558444, -0.6025695190779901, 0.664298111803385, 0.5380433146045209, -0.7017480816872461]
IsNotNaN; [0.7286212818373781]; [0.7286212818373781]
IsNotNaN; [0.19439905674882674, 0.17157645794408416, NaN, -0.7598819836979873]; [0.19439905674882674, 0.17157645794408416, -0.7598819836979873]
DivisibleByTwo; [-0.6265350396805891, 0.900237756287402, -0.17677988336298256, 0.8339498200386586, -0.2877992007544532, -0.32646175365521346]; []
DivisibleByTwo; [0.4708737084570216, 0.06997812279476645, -0.45393264725527693]; []
IsPositive; [0.16120266412451767, 0.17257767923692913, -0.9156432105125214, 0.806850157591795]; [0.16120266412451767, 0.17257767923692913, 0.806850157591795]
DivisibleByTwo; [-0.14025044052920754, -0.42589509375707224]; []
IsNotNaN; [0.03827983408520286, NaN, NaN, -0.8976897701301603, NaN, -0.6548827015601435]; [0.03827983408520286, -0.8976897701301603, -0.6548827015601435]
IsPositive; [-0.2890437666152217, 0.7005219473775017, 0.18891485736778613, 0.8727455106849209, -0.9465383101756584]; [0.7005219473775017, 0.18891485736778613, 0.8727455106849209]
IsPositive; [0.16095830473863915, -0.3616531514004764, 0.03460102049977376, 0.9535370136014729]; [0.16095830473863915, 0.03460102049977376, 0.9535370136014729]
IsNotNaN; [-0.4137879779022122, NaN]; [-0.4137879779022122]
IsPositive; [-0.21267617427068486, -0.6247521810765717, 0.8341125732150139]; [0.8341125732150139]
DivisibleByTwo; [0.5715693570902771, -0.5012038049218639, -0.8855550078897794, -0.06495937913248584, 0.13309593059754188, -0.8881315311045419]; []
IsPositive; [-0.9973137371568235, -0.5819653312610984, -0.8117177726469003]; []
IsNotNaN; [-0.9089469910023842, 0.7222667519537316, 0.24179653643310184, -0.1771705743497638, NaN, -0.5153838819920811, -0.4010333419295411, 0.0023589773098626754]; [-0.9089469910023842, 0.7222667519537316, 0.24179653643310184, -0.1771705743497638, -0.5153838819920811, -0.4010333419295411, 0.0023589773098626754]
DivisibleByTwo; [-0.9510101372555184, 0.8184624030702023]; []
IsPositive; [-0.7531935004263299, -0.28352288669356285, -0.9274803641275238, -0.9791990897411109, -0.7853085307343, 0.32168560426252735]; [0.32168560426252735]
IsNotNaN; [NaN, -0.5571511339084521, -0.2514180485445807, -0.5679221108245014]; [-0.5571511339084521, -0.2514180485445807, -0.5679221108245014]
IsNotNaN; [NaN, 0.714807060081945, NaN, NaN, -0.9441217643667155]; [0.714807060081945, -0.9441217643667155]
IsPositive; [0.2573886192294508, -0.998939239025417]; [0.2573886192294508]
IsPositive; [-0.7635661023897302, 0.8778030484178081, 0.9847187946230618, -0.9830241607219388, 0.7335990363590172, -0.3112646154933374, 0.9723465778663511, 0.4220059280633299]; [0.8778030484178081, 0.9847187946230618, 0.7335990363590172, 0.9723465778663511, 0.4220059280633299]
DivisibleByTwo; [0.9279627595339133, 0.8583202209333447, -0.9542471645148993, 0.07361343669867604, -0.49563943812136757, 0.17208906192339302]; []
IsNotNaN; [NaN, -0.16087575474441929, -0.25737831533555533, 0.4763789711111317, 0.8788347086338213]; [-0.16087575474441929, -0.25737831533555533, 0.4763789711111317, 0.8788347086338213]
IsNotNaN; [-0.27092202109325947]; [-0.27092202109325947]
DivisibleByTwo; [-0.2291652129000199, -0.4936330886881062, 0.1721093047491904, 4.66913783640166E-4, 0.5719649326227063, -0.6049172486110481, -0.40080042672702976, 0.7404226763395474, -0.6162247019295917]; []
DivisibleByTwo; [-0.6602196035016326, 0.1687740864032281]; []
IsPositive; [-0.42432477938694335]; []
IsPositive; [0.28239791280173665, 0.6930621560860226, 0.6390800567663453, 0.1003749266986127, -0.797211752593215, 0.3496668920654866, 0.18346849070625604, -0.6253668614238408]; [0.28239791280173665, 0.6930621560860226, 0.6390800567663453, 0.1003749266986127, 0.3496668920654866, 0.18346849070625604]
IsNotNaN; [NaN, -0.284151626923524]; [-0.284151626923524]
IsNotNaN; [0.6585434113213777, 0.41840340137128584, NaN]; [0.6585434113213777, 0.41840340137128584]
IsNotNaN; [0.7767855565302486, NaN, -0.9899101780987638]; [0.7767855565302486, -0.9899101780987638]
IsNotNaN; [-0.8771929947698911, -0.1815176094191262, -0.4014594161797329, NaN, -0.7811865882330329, -0.7858698102566906, NaN, NaN]; [-0.8771929947698911, -0.1815176094191262, -0.4014594161797329, -0.7811865882330329, -0.7858698102566906]
IsPositive; [-0.568867601266984, 0.35092170388956]; [0.35092170388956]
DivisibleByTwo; [-0.20977029177169837]; []
IsPositive; [-0.32350665224467834, -0.3262601841881463, 0.2518207336419336, 0.29852837978378144, -0.3481551801053493, -0.05087223523843831, 0.7378076749913929, 0.534636537459592, 0.6346930409748999]; [0.2518207336419336, 0.29852837978378144, 0.7378076749913929, 0.534636537459592, 0.6346930409748999]
IsPositive; [0.6521607752904288, 0.07963675186931751, -0.7786748786667343]; [0.6521607752904288, 0.07963675186931751]
IsNotNaN; [0.1083955648373629, NaN, -0.9958444567585951, -0.9332857205736274, NaN, -0.46470923256611396, -0.35124516948551476, NaN]; [0.1083955648373629, -0.9958444567585951, -0.9332857205736274, -0.46470923256611396, -0.35124516948551476]
IsNotNaN; [0.3599829446837348, 0.03998323047317043, -0.40147010268577765, -0.6821346905513903, NaN]; [0.3599829446837348, 0.03998323047317043, -0.40147010268577765, -0.6821346905513903]
IsNotNaN; [0.430477964644026, -0.5057473456597683, NaN, 0.37133423102652463, 0.9546401337679, -0.134732140103468, 0.39098738766284735, 0.6553583090230086, NaN]; [0.430477964644026, -0.5057473456597683, 0.37133423102652463, 0.9546401337679, -0.134732140103468, 0.39098738766284735, 0.6553583090230086]
IsPositive; [0.8199422222939494, 0.5523662106470804, -0.10335919209296773, -0.5809870484031698, -0.982687130128765, -0.8378933103057458, 0.3222692486325014]; [0.8199422222939494, 0.5523662106470804, 0.3222692486325014]
IsPositive; [-0.7471273590714635]; []
IsNotNaN; [-0.05290568408111418, -0.058911649966647106, 0.5937187649069386, 0.222918019719067, NaN]; [-0.05290568408111418, -0.058911649966647106, 0.5937187649069386, 0.222918019719067]
IsPositive; [-0.07733973567035601, 0.19346408749605537]; [0.19346408749605537]
IsPositive; [0.5782348524499115]; [0.5782348524499115]
IsNotNaN; [-0.27138237676618115, -0.7105505808953598, 0.3946390810933027, -0.016892097844876552, 0.8259031306458577, 0.4764905095774925]; [-0.27138237676618115, -0.7105505808953598, 0.3946390810933027, -0.016892097844876552, 0.8259031306458577, 0.4764905095774925]
IsNotNaN; [-0.023352924802581887, 0.4935380172247199, 0.030254139960383508, -0.4746430889708082, -0.14060970984271215]; [-0.023352924802581887, 0.4935380172247199, 0.030254139960383508, -0.4746430889708082, -0.14060970984271215]
DivisibleByTwo; [-0.3461905429019754, -0.45333597206975984, 0.6056139083236967, 0.6510526962171248, 0.21243641129876956]; []
IsPositive; [-0.11964639008389844, -0.13594451790289797, 0.7391354814564941, -0.3927920083601708]; [0.7391354814564941]
DivisibleByTwo; [-0.643897012309224, -0.6811732211181298, 0.0017112222245523334]; []
IsNotNaN; [-0.6680591433019782, 0.3897898632487271, NaN, -0.5243731001695047, NaN, -0.46656358422867195]; [-0.6680591433019782, 0.3897898632487271, -0.5243731001695047, -0.46656358422867195]
IsNotNaN; [NaN, 0.39065287152318207, NaN, 0.04358078614983896, -0.8017926907986959]; [0.39065287152318207, 0.04358078614983896, -0.8017926907986959]
IsPositive; [0.8633400138006149, 0.22566162039010873, 0.26380614933373403, -0.5494015793726574, -0.7583874914099662, -0.8904281530462124]; [0.8633400138006149, 0.22566162039010873, 0.26380614933373403]
DivisibleByTwo; [0.465775451275545, -0.1290195824803133, -0.3991099979008388, -0.29026159700688625, 0.959135558372955, 0.9990674812688702]; []
IsNotNaN; [NaN, NaN, NaN, -0.7323169685584199, NaN, 0.8901483674551334, -0.10790407471973507, NaN, -0.4517140133343869]; [-0.7323169685584199, 0.8901483674551334, -0.10790407471973507, -0.4517140133343869]
